-6.575614652536407334e+01 , 8.738660396485462001e-02 , -7.310046315366395220e+01
-2.209580007141640934e+01 , -1.806485607349973543e+00 , -2.667385054383424325e-01
-1.434529249866690837e+00 , -4.976153885619580830e-01 , -6.221138578582288137e-01
-2.435648897482275199e+00 , 3.153750397413950801e-01 , -1.017120511153368767e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.024240512370772294e+00 , -2.291277813461087831e+01 , -2.729316494966876894e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.345352112599109751e-02 , -2.786104722534755496e+00 , -4.019854264993521831e+00
3.122167532268607104e-01 , -7.560819649401508968e-01 , -8.095006055670992406e-01
-8.641220527184246825e-01 , 6.344111853208511675e-01 , -7.137497089181780163e-01
1.167093567842066637e+00 , -8.796898443233209797e-01 , -9.138633896336234574e-01
-2.975069126086243632e+00 , -7.268348243333440095e-01 , 3.373803944382803843e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.518862133504375223e+01 , -1.027008361740889519e+01 , -2.493679056773836678e+01
6.843437695375633734e-01 , -3.265184640312087105e-01 , -3.662684952176410436e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.633376604200769577e+00 , -5.592990580633690811e+00 , -1.176161834009212814e-01
4.172076010844494309e-01 , -9.740704674380785022e+00 , -9.403683242226559713e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , -6.000000000000001166e-02 , 7.274191010983681593e-01
1.345698064625680423e+00 , -5.501720787172028615e-01 , 6.494686507170605028e-02
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.755094228514391119e+01 , -5.734387753422881540e-02 , -4.337091136119449430e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.829344615865779233e-01 , -5.963713735527507165e-01 , -5.597052054412857691e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-1.212064619904945317e+02 , -1.127665110761292908e+02 , -2.604613656332611660e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-9.837367582265700605e+01 , -7.636657502405557807e+01 , 9.776463916255001552e-01
4.877556917369593736e-01 , 5.198665360479182151e-01 , -9.992296880617670851e+00
3.456584147981958677e-03 , -1.197847734232787076e+01 , -2.351223860067637617e+01
-2.166295739431117084e+00 , -6.191587473685475906e-01 , -5.704460451534295373e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-5.089381737652573889e+01 , 2.201568976062650562e-01 , -7.199204364260448408e+00
1.376581906608246308e-01 , -1.975442301026761327e-01 , -4.640909118637079334e-02
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.701441868964826298e+00 , -5.392919497046213539e-01 , -1.067894116523596537e+01
-1.151945991450730276e+02 , -1.534578778763461742e+02 , -2.294149866826234785e+00
-2.618360562679888370e-01 , -2.046677849274762817e+00 , -1.128381889408923477e+00
4.310931293399956621e-01 , -1.965136930160291673e+00 , -8.318450043505479785e-01
-1.688952891320616700e+01 , -3.271658123998644196e+00 , -2.405278960579449787e+01
-4.996737499999999699e+01 , 5.848968934284207721e-01 , -4.985435312500000293e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
8.180893231458050696e-01 , 1.509302198118353533e-01 , 3.044846965257843596e-01
2.459763648675301895e-01 , -5.024686604081775698e+01 , -5.474049658792805673e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.900195214088027829e+00 , -4.334741279359272670e-01 , -2.974379834669767853e+00
1.038826321119992624e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-7.932778100433331758e+01 , -7.582994361684211526e+01 , 2.316370293418090198e-01
-2.836746571657283722e-01 , -5.826933177522626295e-01 , -1.688662085854449213e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.312959070350316892e+00 , 4.271891410321607685e-01 , 1.734231816316352259e-01
-1.906080664435706729e-01 , -1.017833158165582841e+00 , -1.038212757082447535e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-9.206653292191724347e+00 , -6.304214118850954662e+01 , -6.386967974477140331e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
5.529118812716012077e-02 , -4.896928128784377776e+00 , -3.139502255344714943e+00
1.562193996452740374e-01 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.488658418413620677e+00 , 9.880059864483152765e-01 , 8.971929868267418673e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.518285313054040842e+01 , -2.189984596812088924e+01 , 7.560136967991577528e-01
-9.411436973971012421e+00 , -6.729495644427108125e-01 , -2.016418046437232547e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
6.841628166516221521e-01 , -6.596826794088980206e-01 , -2.058995985623997271e-01
4.441065846542444628e-01 , -1.185737647421132124e+01 , -9.711253717240307282e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.369390094746771425e+00 , 8.552107938443094248e-01 , 9.979838589680736227e-01
-6.776157435867470324e-01 , -1.355794806148004739e+00 , -1.335639635619508825e+00
1.212986937917304386e+00 , -4.976645944168074465e+01 , -5.003490271319721572e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-1.131498422458661821e+02 , -1.126367204761733376e+02 , -2.015210326252088180e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.582422811835334842e-01 , -5.572890311776519390e-01 , -4.381840053325689044e-01
